"BMC HD", "http://webtvstream.bhtelecom.ba/bmc.m3u8", "BOSNIAN"
"BMC Etno HD", "http://webtvstream.bhtelecom.ba/bmc_etno.m3u8", "BOSNIAN"
"Bravo Music", "http://webtvstream.bhtelecom.ba/bravo_music.m3u8", "BOSNIAN"
"CCTV 4", "http://webtvstream.bhtelecom.ba/cctv.m3u8", "BOSNIAN"
"CGTN", "http://webtvstream.bhtelecom.ba/cgtn.m3u8", "BOSNIAN"
"FEDERALNA", "http://webtvstream.bhtelecom.ba/ftv.m3u8", "BOSNIAN"
"HAYAT", "http://webtvstream.bhtelecom.ba/hayat.m3u8", "BOSNIAN"
"RTVBN", "https://rtvbn.tv:8080/live/index.m3u8", "SERBIAN"
"RTRS", "https://uzivo.rtrs.tv/tv/live/index.m3u8", "SERBIAN"
"RTRS PLUS", "https://pluslive.rtrs.tv/plus/plus/playlist.m3u8", "SERBIAN"
"RTV HB", "https://prd-hometv-live-open.spectar.tv/ERO_1_083/playlist.m3u8", "BOSNIAN"
"RTV GLAS DRINE", "http://glasdrine.cutuk.net:8081/433ssdsw/GlasDrineSD/playlist.m3u8", "BOSNIAN"
"SEVDAH", "https://restreamer2.tnt.ba/hls/stream.m3u8", "BOSNIAN"
"TNT KIDS", "https://restreamer1.tnt.ba/hls/tntkids.m3u8", "SERBIAN"
"Televizija 5", "https://balkanmedia.dynu.net/hls/tv5web.m3u8", "SERBIAN"
"Kanal 6", "https://restreamer1.tnt.ba/hls/kanal6.m3u8", "SERBIAN"
"SuperTV", "https://mirtv.club/live/mirtv/index.m3u8", "SERBIAN"
"RTS 1", "https://webtvstream.bhtelecom.ba/rts1.m3u8", "SERBIAN"
"RTS 2", "https://webtvstream.bhtelecom.ba/rts2.m3u8", "SERBIAN"
"Euronews Serbia", "https://d1ei8ofhgfmkac.cloudfront.net/app-19518-1306/ngrp:QoZfNjsg_all/playlist.m3u8", "SERBIAN"
"HRT 1", "https://webtvstream.bhtelecom.ba/hls9/hrt1_1200.m3u8", "CROATIAN"
"HRT 2", "https://webtvstream.bhtelecom.ba/hls9/hrt2_1200.m3u8", "CROATIAN"
"RTL", "https://d1cs5tlhj75jxe.cloudfront.net/rtl/playlist.m3u8", "CROATIAN"
"HRT 3", "https://webtvstream.bhtelecom.ba/hls9/hrt3_1200.m3u8", "CROATIAN"
"RTL 2", "https://d1um9c09e0t5ag.cloudfront.net/rtl2/playlist.m3u8", "CROATIAN"
"Sportska televizija Ⓖ", "https://stream.agatin.hr:3087/live/sptvlive.m3u8", "CROATIAN"
"RTL Kockica", "https://d1rzyyum8t0q1e.cloudfront.net/rtl-kockica/playlist.m3u8", "CROATIAN"
"CMC TV", "https://stream.cmctv.hr:49998/cmc/live.m3u8", "CROATIAN"
"Plava Vinkovačka", "https://player-api.new.livestream.com/accounts/26611954/events/7977299/broadcasts/237205435.secure.m3u8", "CROATIAN"
"Televizija Slavonije i Baranje (STV)", "http://89.201.163.244:8080/hls/hdmi.m3u8", "CROATIAN"
"Osječka televizija (OSTV) Ⓢ", "https://player-api.new.livestream.com/accounts/27681961/events/8347875/broadcasts/237202062.secure.m3u8", "CROATIAN"
"TV Nova", "https://stream.agatin.hr:3727/live/tvnovalive.m3u8", "CROATIAN"
"TV Jadran", "https://tvjadran.stream.agatin.hr:3412/live/tvjadranlive.m3u8", "CROATIAN"
"Libertas TV", "https://stream.luci.xyz/hls/LTV.m3u8", "CROATIAN"
"Trend TV", "http://185.62.75.22:1935/trend/myStream/playlist.m3u8", "CROATIAN"
"Televizija Zapad", "http://webtv.zapad.tv:8080/memfs/1ad23803-84c3-41c7-aa91-fce4c7eac52e.m3u8", "CROATIAN"
"	TVCG 1", "http://cdn3.bcdn.rs:1935/cg1/smil:cg1.smil/playlist.m3u8", "MONTENEGRO"
"	TVCG 2", "http://cdn3.bcdn.rs:1935/cg2/smil:cg2.smil/playlist.m3u8", "MONTENEGRO"
"TVCG 3", "https://parlament.rtcg.me:1936/pr/smil:parlament.smil/playlist.m3u8", "MONTENEGRO"
"TVCG MNE", "http://cdn3.bcdn.rs:1935/cgsat/smil:cgsat.smil/playlist.m3u8", "MONTENEGRO"
"MRT1 Ⓖ", "https://vipottbpkstream.vip.hr/Content/onevip-hls/Live/Channel(MRT_1)/index.m3u8", "MACEDONIAN"
"MRT2 Ⓖ", "https://vipottbpkstream.vip.hr/Content/onevip-hls/Live/Channel(MRT_2)/index.m3u8", "MACEDONIAN"
"MRT Sobraniski kanal Ⓖ", "https://vipottbpkstream.vip.hr/Content/onevip-hls/Live/Channel(Sobraniski_Kanal)/index.m3u8", "MACEDONIAN"
"Kanal 5 Ⓢ Ⓖ", "hhttps://vipottbpkstream.vip.hr/Content/onevip-hls/Live/Channel(Kanal_5)/index.m3u8", "MACEDONIAN"
"Alfa TV Ⓢ Ⓖ", "https://vipottbpkstream.vip.hr/Content/onevip-hls/Live/Channel(Alfa)/index.m3u8", "MACEDONIAN"
"Alsat M Ⓢ Ⓖ", "https://vipottbpkstream.vip.hr/Content/onevip-hls/Live/Channel(Alsat_M)/index.m3u8", "MACEDONIAN"
"Sitel Ⓢ Ⓖ", "https://vipottbpkstream.vip.hr/Content/onevip-hls/Live/Channel(Sitel)/index.m3u8", "MACEDONIAN"
"Telma Ⓢ Ⓖ", "https://vipottbpkstream.vip.hr/Content/onevip-hls/Live/Channel(Telma)/index.m3u8", "MACEDONIAN"
"TV 21 Ⓢ Ⓖ", "https://vipottbpkstream.vip.hr/Content/onevip-hls/Live/Channel(TV21)/index.m3u8", "MACEDONIAN"
"Телевизија Здравкин", "http://zdravkin.hugo.mk:1935/live/zdravkin/playlist.m3u8", "MACEDONIAN"
"ТВ Сонце", "https://media2.streambrothers.com:1936/8142/8142/playlist.m3u8", "MACEDONIAN"
"Орбис", "http://tvorbis.hugo.mk:1935/live/orbistv/index.m3u8", "MACEDONIAN"
"M»Net", "http://ares.mnet.mk/hls/mnet.m3u8", "MACEDONIAN"
"	Македонско Сонце", "https://media2.streambrothers.com:1936/8128/8128/playlist.m3u8", "MACEDONIAN"
"Канал 8", "http://kanal8.hugo.mk:1935/live/kanal8/index.m3u8", "MACEDONIAN"
"ТВ СВЕТ", "http://tvsvet.hugo.mk:1936/live/tvsvet/stream/3.m3u8", "MACEDONIAN"
"M»Net Sport", "http://ares.mnet.mk/hls/mnet-sport.m3u8", "MACEDONIAN"
"M»Net Info", "http://ares.mnet.mk/hls/mnet-info.m3u8", "MACEDONIAN"
"MTM 1 Скопска Ⓖ", "https://vipottbpkstream.vip.hr/Content/onevip-hls/Live/Channel(MTM)/index.m3u8", "MACEDONIAN"
"TV 24 Ⓖ", "https://vipottbpkstream.vip.hr/Content/onevip-hls/Live/Channel(TV_24)/index.m3u8", "MACEDONIAN"
"B1 Ⓖ", "https://vipottbpkstream.vip.hr/Content/onevip-hls/Live/Channel(Shutel)/index.m3u8", "MACEDONIAN"
"	M»Net Kids", "http://ares.mnet.mk/hls/mnet-kids.m3u8", "MACEDONIAN"
"Наша ТВ", "https://stream.nasatv.com.mk/hls/nasatv_live.m3u8", "MACEDONIAN"
"Cool TV", "https://stream.nasatv.com.mk/cooltv/hls/cooltv_live.m3u8", "MACEDONIAN"
"Folk TV", "https://stream.nasatv.com.mk/folktv/hls/folktv_live.m3u8", "MACEDONIAN"
"Jazz TV", "https://stream.nasatv.com.mk/jazztv/hls/jazztv_live.m3u8", "MACEDONIAN"
"Love TV", "https://stream.nasatv.com.mk/lovetv/hls/lovetv_live.m3u8", "MACEDONIAN"
"Rock TV", "https://stream.nasatv.com.mk/rocktv/hls/rocktv_live.m3u8", "MACEDONIAN"
"Стар Фолк", "https://live.muzickatv.mk/live/StarMusic.m3u8", "MACEDONIAN"
"Sky Folk", "https://skyfolk.mk/live.m3u8", "MACEDONIAN"
"Хуго 2", "http://fta.hugo.mk:1935/live/tvhugo/stream/2.m3u8", "MACEDONIAN"
"Folk Club TV", "http://tv1.intv.mk:1935/live2/folkklub/index.m3u8", "MACEDONIAN"
"INTV", "http://tv1.intv.mk:1935/live/intv/index.m3u8", "MACEDONIAN"
"Macedonian Documentary Channel", "https://giganet.mk/hls/macdoc.m3u8", "MACEDONIAN"
"Вистел", "https://live.vtv.mk/live/vtv/chunks.m3u8", "MACEDONIAN"
"WB FILM", "http://93.221.74.38:9981/stream/channel/d5519e0e2a14957f3ac9ee2f27bc58c8?profile=webtv-vp8-vorbis-webm", "GERMAN"


